"조사연도","기준연도","학교명","설립별","지역별","교외장학금 소계(원)","교외장학금 국가","교외장학금 지방자치단체","교외장학금 사설및기타","교내장학금 소계(원)","교내장학금 성적우수장학금","교내장학금 저소득층장학금","교내장학금 근로장학금","교내장학금 재난장학금","교내장학금 교직원장학금","교내장학금 기타장학금","총계(원)"
"2024","2023","한세대학교","사립","경기","6072850636","5943160836","23715800","105974000","3871987664","757464000","1018135700","94296044","0","0","2002091920","9944838300"
"2024","2023","한신대학교","사립","경기","12296654657","12100864457","23169200","172621000","5300304454","2003053666","1421015200","847262258","0","121229000","907744330","17596959111"
"2024","2023","한양대학교","사립","서울","31252296399","27645391416","355794750","3251110233","25985248570","3777581700","6014795050","1610133133","0","141407000","14441331687","57237544969"
"2024","2023","한양대학교(ERICA)","사립","경기","23325831090","22201120916","348068220","776641954","17568120648","2468751200","6492740024","587182984","0","122904000","7896542440","40893951738"
"2024","2023","한양사이버대학교","사립","서울","18481905750","18439545750","14000000","28360000","7410008460","416932000","82906000","0","0","5605330","6904565130","25891914210"
"2024","2023","한양여자대학교","사립","서울","17416386832","17229607252","26984800","159794780","5297614751","2107170993","1378675195","276932808","0","8622800","1526212955","22714001583"
"2024","2023","한영대학교","사립","전남","3473484589","3470484589","0","3000000","938899946","88361000","43190000","38717266","0","0","768631680","4412384535"
"2024","2023","한일장신대학교","사립","전북","3141172534","3107865301","0","33307233","1118857392","153093000","25570000","49319392","0","5250000","885625000","4260029926"
"2024","2023","협성대학교","사립","경기","10050952871","9954591471","15316400","81045000","5375347705","1353783689","2454269400","381344826","3159400","34804000","1147986390","15426300576"
"2024","2023","혜전대학교","사립","충남","6905650479","6678791979","8738500","218120000","3202674986","119593850","629112590","210123566","3000000","27299600","2213545380","10108325465"
"2024","2023","호남대학교","사립","광주","18229796289","17984933929","41089280","203773080","6685591669","1512524700","808915400","410544600","0","60159800","3893447169","24915387958"
"2024","2023","호남신학대학교","사립","광주","1722253326","1697687426","0","24565900","611377140","225462234","0","64442426","0","0","321472480","2333630466"
"2024","2023","호산대학교","사립","경북","5100437752","5087137752","0","13300000","2606573528","137614130","0","12357968","0","2288250","2454313180","7707011280"
"2024","2023","호서대학교","사립","충남","28367507859","27919716179","187886700","259904980","16009991531","4573780100","3915021100","1677825494","0","120772000","5722592837","44377499390"
"2024","2023","호원대학교","사립","전북","15774544098","15665204418","53178680","56161000","6761504833","924601700","119492000","206453032","378000","102015000","5408565101","22536048931"
"2024","2023","홍익대학교","사립","서울","33956161668","32631194448","45239920","1279727300","37654915120","18168858520","9680941520","4640226208","0","87924000","5076964872","71611076788"
"2024","2023","화성의과학대학교","사립","경기","29862050","9344650","5517400","15000000","374951660","85792700","61131870","55792010","0","0","172235080","404813710"
"2024","2023","화신사이버대학교","사립","부산","4061623410","4060623410","0","1000000","583609137","0","165900000","37428987","0","53235000","327045150","4645232547"
